STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Total_Crime,city,lat,lon,state
PUNJAB,moga,2007,7,14,4,20,5,30,0,80,moga,30.7877554,75.159359, Punjab
PUNJAB,muktsar,2007,11,13,4,11,0,13,0,52,muktsar,30.4692,74.5182, Punjab
PUNJAB,nawan shahr,2007,13,9,4,15,1,15,0,57,,,,
PUNJAB,patiala,2007,22,14,17,22,0,109,0,184,patiala,30.2092778,76.3397231, Punjab
PUNJAB,ropar,2007,7,5,2,11,0,24,0,49,,,,
PUNJAB,sangrur,2007,31,17,5,31,2,51,0,137,sangrur,30.135717,75.8533326, Punjab
PUNJAB,sas ngr,2007,16,23,0,0,0,0,0,39,,,,
PUNJAB,tarn taran,2007,26,27,6,34,0,16,0,109,,,,
PUNJAB,total,2007,519,545,133,427,48,971,0,2643,,,,
RAJASTHAN,ajmer,2007,31,65,19,105,3,515,0,738,ajmer,26.4691,74.639, Rajasthan
RAJASTHAN,alwar,2007,73,65,43,141,1,391,0,714,alwar,27.4140049,76.6170387, Rajasthan
RAJASTHAN,banswara,2007,39,42,4,55,1,100,0,241,,,,
RAJASTHAN,baran,2007,43,28,8,112,1,194,0,386,baran,24.9208165,76.6821985, Rajasthan
RAJASTHAN,barmer,2007,19,24,9,78,0,103,0,233,,,,
RAJASTHAN,bharatpur,2007,62,83,30,41,1,360,0,577,bharatpur,27.0246959,77.2920116, Rajasthan
RAJASTHAN,bhilwara,2007,48,47,10,80,1,329,0,515,bhilwara,25.470994,74.6961316, Rajasthan
RAJASTHAN,bikaner,2007,32,33,18,76,0,307,0,466,bikaner,28.0159286,73.3171367, Rajasthan
RAJASTHAN,bundi,2007,28,47,2,87,0,204,0,368,bundi,25.4367659,75.7361471, Rajasthan
RAJASTHAN,chittorgarh,2007,92,119,6,155,2,530,0,904,chittorgarh,24.7171578,74.4718129, Rajasthan
RAJASTHAN,churu,2007,27,18,11,38,0,244,0,338,churu,28.2047781,74.6912996, Rajasthan
RAJASTHAN,dausa,2007,16,43,12,39,0,112,0,222,dausa,26.8048659,76.4437457, Rajasthan
RAJASTHAN,dholpur,2007,20,41,13,22,0,164,0,260,,,,
RAJASTHAN,dungarpur,2007,10,40,2,58,0,66,0,176,dungarpur,23.8538893,73.7087177, Rajasthan
RAJASTHAN,g.r.p.,2007,0,3,1,12,4,0,0,20,,,,
RAJASTHAN,ganganagar,2007,66,44,11,64,2,625,0,812,ganganagar,25.9061389,76.4815499, Rajasthan
RAJASTHAN,hanumangarh,2007,39,19,14,53,1,179,0,305,hanumangarh,29.3659533,74.298429, Rajasthan
RAJASTHAN,jaipur east,2007,25,45,7,38,0,159,0,274,,,,
RAJASTHAN,jaipur north,2007,23,76,11,37,0,168,0,315,,,,
RAJASTHAN,jaipur rural,2007,39,66,25,127,5,204,0,466,,,,
RAJASTHAN,jaipur south,2007,14,58,7,26,0,157,0,262,,,,
RAJASTHAN,jaisalmer,2007,4,7,7,9,0,23,0,50,jaisalmer,26.9116615,70.9124888, Rajasthan
RAJASTHAN,jalore,2007,7,24,9,62,0,107,0,209,jalore,25.2093483,72.3178889, Rajasthan
RAJASTHAN,jhalawar,2007,54,35,10,113,0,222,0,434,jhalawar,24.3132368,76.5221078, Rajasthan
RAJASTHAN,jhunjhunu,2007,31,25,18,39,0,204,0,317,,,,
RAJASTHAN,jodhpur city,2007,16,40,11,32,1,227,0,327,,,,
RAJASTHAN,jodhpur rural,2007,24,15,15,49,0,70,0,173,,,,
RAJASTHAN,karauli,2007,28,43,18,35,0,110,0,234,karauli,26.5158329,77.0565965, Rajasthan
RAJASTHAN,kota city,2007,25,66,10,41,1,261,0,404,,,,
RAJASTHAN,kota rural,2007,30,30,5,73,0,173,0,311,,,,
RAJASTHAN,nagaur,2007,38,37,12,119,0,252,0,458,nagaur,26.9873443,73.7389011, Rajasthan
RAJASTHAN,pali,2007,39,62,5,108,0,268,0,482,pali,25.4552211,73.419389, Rajasthan
RAJASTHAN,rajsamand,2007,5,36,6,28,1,189,0,265,rajsamand,25.2892459,73.8241077, Rajasthan
RAJASTHAN,sawai madhopur,2007,21,36,13,33,0,131,0,234,,,,
RAJASTHAN,sikar,2007,34,42,19,32,0,183,0,310,sikar,27.6624156,75.0279971, Rajasthan
RAJASTHAN,sirohi,2007,23,32,5,51,0,130,0,241,sirohi,24.8114047,72.8300257, Rajasthan
RAJASTHAN,tonk,2007,19,50,3,20,1,212,0,305,tonk,26.1223198,75.6632235, Rajasthan
RAJASTHAN,udaipur,2007,94,108,10,189,2,297,0,700,udaipur,24.578721,73.6862571, Rajasthan
RAJASTHAN,total,2007,1238,1694,439,2477,28,8170,0,14046,,,,
SIKKIM,east,2007,8,5,0,3,0,3,0,19,,,,
SIKKIM,north,2007,0,0,0,0,0,1,0,1,,,,
SIKKIM,south,2007,12,1,0,3,0,2,0,18,,,,
SIKKIM,west,2007,4,3,0,7,0,1,0,15,,,,
SIKKIM,total,2007,24,9,0,13,0,7,0,53,,,,
TAMIL NADU,chennai,2007,46,59,43,108,126,323,0,705,,,,
TAMIL NADU,chennai rly.,2007,0,1,1,2,0,0,0,4,,,,
TAMIL NADU,coimbatore rural,2007,16,71,11,121,8,163,0,390,,,,
TAMIL NADU,coimbatore urban,2007,10,8,4,12,2,50,0,86,,,,
TAMIL NADU,cuddalore,2007,28,57,3,28,113,50,0,279,cuddalore,11.5202071,79.3396356, Tamilnadu
TAMIL NADU,dharmapuri,2007,6,37,4,77,0,45,0,169,dharmapuri,12.1456131,78.1132217, Tamilnadu
TAMIL NADU,dindigul,2007,12,49,3,28,15,66,0,173,dindigul,10.4256897,77.815664, Tamilnadu
TAMIL NADU,erode,2007,20,62,5,64,7,99,0,257,erode,11.4905282,77.3505274, Tamilnadu
TAMIL NADU,kanchipuram,2007,25,18,13,27,18,10,0,111,,,,
TAMIL NADU,kanyakumari,2007,11,22,7,11,45,70,0,166,,,,
TAMIL NADU,karur,2007,3,10,0,16,4,17,0,50,karur,10.8217671,78.3828654, Tamilnadu
TAMIL NADU,krishnagiri,2007,11,32,3,43,6,16,0,111,krishnagiri,12.5152075,78.0093769, Tamilnadu
TAMIL NADU,madurai rural,2007,9,30,11,54,30,97,0,231,,,,
TAMIL NADU,madurai urban,2007,4,16,10,11,31,76,0,148,,,,
TAMIL NADU,nagapattinam,2007,14,26,4,53,5,22,0,124,nagapattinam,10.6026203,79.7619348, Tamilnadu
TAMIL NADU,namakkal,2007,12,26,3,33,9,27,0,110,namakkal,11.3033889,78.118604, Tamilnadu
TAMIL NADU,nilgiris,2007,6,3,1,13,0,8,0,31,,,,
TAMIL NADU,perambalur,2007,26,21,3,65,14,31,0,160,perambalur,11.2902641,78.9300404, Tamilnadu
TAMIL NADU,pudukottai,2007,14,20,6,55,0,36,0,131,,,,
TAMIL NADU,ramnathapuram,2007,8,18,3,29,11,7,0,76,,,,
TAMIL NADU,salem rural,2007,25,60,6,125,0,69,0,285,,,,
TAMIL NADU,salem urban,2007,10,21,2,14,21,42,0,110,,,,
TAMIL NADU,sivagangai,2007,3,31,3,4,12,63,0,116,,,,
TAMIL NADU,thanjavur,2007,5,47,9,96,0,46,0,203,thanjavur,10.659037,79.2014278, Tamilnadu
TAMIL NADU,theni,2007,4,22,3,42,12,44,0,127,theni,9.8692558,77.4222974, Tamilnadu
TAMIL NADU,thirunelveli rural,2007,35,54,5,96,0,105,0,295,,,,
TAMIL NADU,thirunelveli urban,2007,6,7,1,8,28,7,0,57,,,,
TAMIL NADU,thiruvallur,2007,7,12,3,88,10,16,0,136,,,,
TAMIL NADU,thiruvannamalai,2007,14,25,4,25,28,15,0,111,thiruvannamalai,9.539867,77.6197904, Tamil Nadu
TAMIL NADU,thiruvarur,2007,9,30,10,23,10,25,0,107,thiruvarur,10.6878621,79.4979437, Tamilnadu
TAMIL NADU,thoothugudi,2007,19,29,2,5,191,61,0,307,,,,
TAMIL NADU,trichy rly.,2007,0,0,0,1,0,0,0,1,,,,
TAMIL NADU,trichy rural,2007,12,20,4,19,0,31,0,86,,,,
TAMIL NADU,trichy urban,2007,2,14,2,7,6,33,0,64,,,,
TAMIL NADU,vellore,2007,25,48,8,26,0,75,0,182,vellore,12.9021849,79.061104, Tamilnadu
TAMIL NADU,villupuram,2007,58,53,5,72,22,83,0,293,villupuram,11.9959629,79.7673667, Tamilnadu
TAMIL NADU,virudhunagar,2007,8,38,3,39,91,48,0,227,virudhunagar,9.4926289,77.8631831, Tamilnadu
TAMIL NADU,total,2007,523,1097,208,1540,875,1976,0,6219,,,,
TRIPURA,dhalai,2007,13,11,4,19,0,28,0,75,,,,
TRIPURA,north,2007,26,16,0,27,1,100,0,170,,,,
TRIPURA,south,2007,41,18,10,106,0,172,0,347,,,,
TRIPURA,west,2007,77,36,22,92,3,245,0,475,,,,
TRIPURA,total,2007,157,81,36,244,4,545,0,1067,,,,
UTTAR PRADESH,agra,2007,30,149,78,82,107,380,0,826,agra,27.1752554,78.0098161, Uttar Pradesh
UTTAR PRADESH,aligarh,2007,50,96,70,74,37,237,0,564,aligarh,27.8761073,78.1358153, Uttar Pradesh
UTTAR PRADESH,allahabad,2007,26,81,63,40,48,207,0,465,,,,
UTTAR PRADESH,ambedkar nagar,2007,15,24,8,10,17,139,0,213,,,,
UTTAR PRADESH,auraiya,2007,9,26,34,17,10,29,0,125,auraiya,26.6558215,79.5160757, Uttar Pradesh
UTTAR PRADESH,azamgarh,2007,11,29,29,15,26,55,0,165,azamgarh,26.023639,83.0293105, Uttar Pradesh
UTTAR PRADESH,badaun,2007,11,40,31,29,18,25,0,154,badaun,28.0649367,79.043832, Uttar Pradesh
UTTAR PRADESH,baghpat,2007,17,27,22,10,22,60,0,158,baghpat,29.0374779,77.3062737, Uttar Pradesh
UTTAR PRADESH,bahraich,2007,34,44,28,20,25,37,0,188,bahraich,27.7343823,81.47654, Uttar Pradesh
UTTAR PRADESH,ballia,2007,10,18,13,10,10,11,0,72,ballia,25.8749595,84.1210329, Uttar Pradesh
UTTAR PRADESH,balrampur,2007,10,17,10,12,4,38,0,91,balrampur,27.4476988,82.3956245, Uttar Pradesh
UTTAR PRADESH,banda,2007,15,12,16,49,14,14,0,120,banda,25.4438537,80.5595237, Uttar Pradesh
UTTAR PRADESH,barabanki,2007,25,63,35,28,34,106,0,291,barabanki,26.9421406,81.3856087, Uttar Pradesh
UTTAR PRADESH,bareilly,2007,62,95,54,97,99,235,0,642,bareilly,28.4582345,79.4047452, Uttar Pradesh
UTTAR PRADESH,basti,2007,10,22,13,8,39,51,0,143,basti,26.8387084,82.5350919, Uttar Pradesh
UTTAR PRADESH,bijnor,2007,27,48,26,33,75,188,0,397,bijnor,29.4074203,78.4821406, Uttar Pradesh
UTTAR PRADESH,bulandshahar,2007,44,93,36,75,120,227,0,595,bulandshahar,28.5242541,77.5995188, Uttar Pradesh
UTTAR PRADESH,chandoli,2007,6,12,22,8,34,63,0,145,,,,
UTTAR PRADESH,chitrakoot dham,2007,23,2,7,14,1,13,0,60,,,,
UTTAR PRADESH,deoria,2007,2,17,25,8,3,25,0,80,deoria,26.4239911,83.7638578, Uttar Pradesh
UTTAR PRADESH,etah,2007,39,66,56,48,22,77,0,308,etah,27.5550357,78.5992221, Uttar Pradesh
UTTAR PRADESH,etawah,2007,14,54,28,31,37,115,0,279,etawah,26.7155629,79.0917098, Uttar Pradesh
UTTAR PRADESH,faizabad,2007,23,32,17,23,37,54,0,186,,,,
UTTAR PRADESH,fatehgarh,2007,21,41,24,32,16,79,0,213,,,,
UTTAR PRADESH,fatehpur,2007,22,38,33,29,21,61,0,204,fatehpur,25.8348023,80.9154547, Uttar Pradesh
UTTAR PRADESH,firozabad,2007,28,69,56,58,51,155,0,417,firozabad,27.1941954,78.4604956, Uttar Pradesh
UTTAR PRADESH,g.r.p.,2007,2,3,2,12,23,0,0,42,,,,
UTTAR PRADESH,gautambudh nagar,2007,17,64,14,41,51,73,0,260,,,,
UTTAR PRADESH,ghaziabad,2007,33,108,37,30,85,204,0,497,ghaziabad,28.7749966,77.4586967, Uttar Pradesh
UTTAR PRADESH,ghazipur,2007,10,10,22,11,23,68,0,144,ghazipur,25.6034863,83.5075888, Uttar Pradesh
UTTAR PRADESH,gonda,2007,13,33,35,18,9,10,0,118,gonda,27.1103723,81.9238906, Uttar Pradesh
UTTAR PRADESH,gorakhpur,2007,19,51,23,22,76,83,0,274,gorakhpur,26.6677977,83.3642334, Uttar Pradesh
UTTAR PRADESH,hamirpur,2007,8,7,9,16,5,5,0,50,hamirpur,31.6539866,76.5403633, Himachal Pradesh
UTTAR PRADESH,hardoi,2007,33,38,42,45,26,57,0,241,hardoi,27.3369978,80.0998232, Uttar Pradesh
UTTAR PRADESH,hathras,2007,16,50,17,48,26,179,0,336,,,,
UTTAR PRADESH,j.p.nagar,2007,28,34,12,34,34,85,0,227,,,,
UTTAR PRADESH,jalaun,2007,8,19,32,42,37,43,0,181,,,,
UTTAR PRADESH,jaunpur,2007,24,33,47,28,44,71,0,247,jaunpur,25.7967065,82.4888992, Uttar Pradesh
UTTAR PRADESH,jhansi,2007,10,13,28,38,55,20,0,164,jhansi,25.529855,78.6527802, Uttar Pradesh
UTTAR PRADESH,kannauj,2007,6,26,13,32,9,108,0,194,,,,
UTTAR PRADESH,kanpur dehat,2007,13,52,37,51,17,114,0,284,,,,
UTTAR PRADESH,kanpur nagar,2007,46,222,59,102,165,673,0,1267,,,,
UTTAR PRADESH,kaushambi,2007,30,36,35,27,16,72,0,216,kaushambi,25.5342456,81.4493567, Uttar Pradesh
UTTAR PRADESH,khiri,2007,47,72,57,48,25,67,0,316,,,,
UTTAR PRADESH,kushi nagar,2007,9,25,18,17,60,40,0,169,,,,
UTTAR PRADESH,lalitpur,2007,10,9,14,16,29,28,0,106,lalitpur,24.6999688,78.51862, Uttar Pradesh
UTTAR PRADESH,lucknow,2007,82,216,57,98,159,513,0,1125,lucknow,26.8381,80.9346001, Uttar Pradesh
UTTAR PRADESH,maharajganj,2007,23,23,18,18,23,74,0,179,maharajganj,26.4710847,81.1807046, Uttar Pradesh
UTTAR PRADESH,mahoba,2007,10,11,12,21,14,13,0,81,mahoba,25.3615939,79.706011, Uttar Pradesh
UTTAR PRADESH,mainpuri,2007,11,46,48,32,22,54,0,213,mainpuri,27.2093072,79.0625369, Uttar Pradesh
UTTAR PRADESH,mathura,2007,36,45,26,62,50,250,0,469,mathura,27.4955539,77.6855554, Uttar Pradesh
UTTAR PRADESH,mau,2007,8,26,14,21,32,35,0,136,,,,
UTTAR PRADESH,meerut,2007,39,109,38,63,163,405,0,817,meerut,29.0018557,77.7679671, Uttar Pradesh
UTTAR PRADESH,mirzapur,2007,10,4,28,13,11,43,0,109,mirzapur,24.9316896,82.6280163, Uttar Pradesh
UTTAR PRADESH,moradabad,2007,58,97,34,83,115,212,0,599,,,,
UTTAR PRADESH,muzaffarnagar,2007,37,100,34,56,72,277,0,576,muzaffarnagar,29.4496979,77.7429333, Uttar Pradesh
UTTAR PRADESH,pilibhit,2007,23,31,18,38,18,38,0,166,,,,
UTTAR PRADESH,pratapgarh,2007,16,43,27,32,20,107,0,245,pratapgarh,25.75,81.75, Uttar Pradesh
UTTAR PRADESH,raibareilly,2007,31,39,31,53,38,142,0,334,,,,
UTTAR PRADESH,rampur,2007,40,54,18,50,13,10,0,185,rampur,28.7934728,79.1845806, Uttar Pradesh
UTTAR PRADESH,saharanpur,2007,14,34,16,36,77,194,0,371,saharanpur,29.9856799,77.5040646, Uttar Pradesh
UTTAR PRADESH,sant kabirnagar,2007,9,20,7,13,16,34,0,99,,,,
UTTAR PRADESH,shahjahanpur,2007,52,69,56,84,43,13,0,317,shahjahanpur,27.9128583,79.7476254, Uttar Pradesh
UTTAR PRADESH,shrawasti,2007,10,9,4,12,5,24,0,64,,,,
UTTAR PRADESH,sidharthnagar,2007,5,24,9,13,33,45,0,129,,,,
UTTAR PRADESH,sitapur,2007,67,84,61,69,20,119,0,420,sitapur,27.5026748,80.8335139, Uttar Pradesh
UTTAR PRADESH,sonbhadra,2007,16,8,11,21,35,23,0,114,sonbhadra,24.4148159,83.0637517, Uttar Pradesh
UTTAR PRADESH,st.ravidasnagar,2007,1,5,14,9,2,29,0,60,,,,
UTTAR PRADESH,sultanpur,2007,34,47,21,30,13,57,0,202,,,,
UTTAR PRADESH,unnao,2007,30,61,52,37,26,61,0,267,unnao,26.5673264,80.6198193, Uttar Pradesh
UTTAR PRADESH,varanasi,2007,20,38,35,20,120,197,0,430,varanasi,25.3356491,83.0076292, Uttar Pradesh
UTTAR PRADESH,total,2007,1648,3363,2076,2522,2882,7650,0,20141,,,,
UTTARAKHAND,almora,2007,6,0,5,4,0,11,0,26,,,,
UTTARAKHAND,bageshwar,2007,3,0,2,6,2,4,0,17,,,,
UTTARAKHAND,chamoli,2007,10,6,2,5,0,5,0,28,,,,
UTTARAKHAND,champawat,2007,2,2,0,1,0,2,0,7,,,,
UTTARAKHAND,dehradun,2007,29,58,3,45,23,126,0,284,,,,
UTTARAKHAND,haridwar,2007,28,59,16,31,31,170,0,335,,,,
UTTARAKHAND,nainital,2007,6,24,12,4,0,17,0,63,,,,
UTTARAKHAND,pauri garhwal,2007,7,11,7,4,4,24,0,57,,,,
UTTARAKHAND,pithoragarh,2007,9,9,3,11,0,11,0,43,,,,
UTTARAKHAND,rudra prayag,2007,1,5,5,6,0,6,0,23,,,,
UTTARAKHAND,tehri garhwal,2007,2,4,3,2,2,7,0,20,,,,
UTTARAKHAND,udhamsingh nagar,2007,12,41,9,21,0,67,0,150,,,,
UTTARAKHAND,uttarkashi,2007,2,8,3,6,1,13,0,33,,,,
UTTARAKHAND,total,2007,117,227,70,146,63,463,0,1086,,,,
WEST BENGAL,24 parganas north,2007,231,236,53,187,2,1696,0,2405,,,,
WEST BENGAL,24 parganas south,2007,205,176,67,205,4,1398,2,2057,,,,
WEST BENGAL,asansol,2007,15,10,11,20,1,242,0,299,,,,
WEST BENGAL,bankura,2007,44,12,24,43,1,147,0,271,bankura,23.132377,87.2081925, West Bengal
WEST BENGAL,birbhum,2007,53,26,9,44,0,195,0,327,birbhum,24.0621532,87.6982823, West Bengal
WEST BENGAL,burdwan,2007,69,51,31,135,1,489,0,776,,,,
WEST BENGAL,coochbehar,2007,139,60,6,122,0,320,0,647,coochbehar,26.340623,89.4812163, West Bengal
WEST BENGAL,dakshin dinajpur,2007,46,34,10,93,2,199,0,384,,,,
WEST BENGAL,darjeeling,2007,48,34,2,37,2,84,0,207,darjeeling,27.0377554,88.263176, West Bengal
WEST BENGAL,hooghly,2007,57,45,16,48,0,549,0,715,hooghly,22.9099403,88.0120825, West Bengal
WEST BENGAL,howrah,2007,45,70,33,87,6,422,0,663,howrah,22.5736296,88.3251045, West Bengal
WEST BENGAL,howrah g.r.p.,2007,1,2,0,4,0,0,0,7,,,,
WEST BENGAL,jalpaiguri,2007,235,170,14,211,1,632,0,1263,jalpaiguri,26.6262805,88.7334485, West Bengal
WEST BENGAL,kharagpur g.r.p.,2007,0,2,0,2,0,0,0,4,,,,
WEST BENGAL,kolkata,2007,44,88,8,189,58,296,3,686,kolkata,22.5726459,88.3638953, West Bengal
WEST BENGAL,malda,2007,103,67,11,103,13,266,0,563,,,,
WEST BENGAL,murshidabad,2007,369,123,32,250,6,945,0,1725,murshidabad,24.1745993,88.2721335, West Bengal
WEST BENGAL,nadia,2007,183,175,42,249,0,861,0,1510,nadia,23.4847374,88.5567067, West Bengal
WEST BENGAL,paschim midnapur,2007,60,61,31,83,1,407,0,643,,,,
WEST BENGAL,purab midnapur,2007,41,75,24,36,1,373,0,550,,,,
WEST BENGAL,purulia,2007,38,14,14,70,0,196,0,332,,,,
WEST BENGAL,sealdah g.r.p.,2007,3,4,1,4,0,0,0,12,,,,
WEST BENGAL,siliguri g.r.p.,2007,1,0,0,1,0,0,0,2,,,,
WEST BENGAL,uttar dinajpur,2007,76,55,12,58,0,183,0,384,,,,
WEST BENGAL,total,2007,2106,1590,451,2281,99,9900,5,16432,,,,
A & N ISLANDS,a and n islands,2007,3,9,1,21,2,18,0,54,,,,
A & N ISLANDS,total,2007,3,9,1,21,2,18,0,54,,,,
CHANDIGARH,chandigarh,2007,22,46,1,32,11,112,0,224,chandigarh,30.7334421,76.7797143, Chandigarh
CHANDIGARH,total,2007,22,46,1,32,11,112,0,224,,,,
D & N HAVELI,d and n haveli,2007,7,6,0,0,0,3,0,16,,,,
D & N HAVELI,total,2007,7,6,0,0,0,3,0,16,,,,
DAMAN & DIU,daman,2007,1,0,1,0,0,1,0,3,,,,
DAMAN & DIU,diu,2007,0,1,0,0,0,2,0,3,,,,
DAMAN & DIU,total,2007,1,1,1,0,0,3,0,6,,,,
DELHI,central,2007,22,45,6,38,9,91,0,211,,,,
DELHI,delhi ut total,2007,598,1167,138,868,167,1787,0,4725,,,,
DELHI,east,2007,73,102,16,112,24,202,0,529,,,,
DELHI,grp(rly),2007,4,8,0,4,1,0,0,17,,,,
DELHI,igi airport,2007,0,0,0,8,3,1,0,12,,,,
DELHI,new delhi,2007,7,9,0,23,10,14,0,63,,,,
DELHI,north,2007,33,41,6,43,30,89,0,242,,,,
DELHI,north-east,2007,89,200,17,120,13,249,0,688,,,,
DELHI,north-west,2007,51,120,7,64,3,151,0,396,,,,
DELHI,outer,2007,121,237,29,100,12,208,0,707,,,,
DELHI,south,2007,83,177,22,169,36,275,0,762,,,,
DELHI,south-west,2007,51,111,19,85,14,222,0,502,,,,
DELHI,stf,2007,0,0,0,0,0,0,0,0,,,,
DELHI,west,2007,64,117,16,102,12,285,0,596,,,,
LAKSHADWEEP,lakshadweep,2007,1,0,0,2,0,2,0,5,,,,
LAKSHADWEEP,total,2007,1,0,0,2,0,2,0,5,,,,
PUDUCHERRY,karaikal,2007,3,4,0,33,6,1,0,47,,,,
PUDUCHERRY,pondicherry,2007,6,10,2,56,26,16,0,116,,,,
PUDUCHERRY,total,2007,9,14,2,89,32,17,0,163,,,,
ANDHRA PRADESH,adilabad,2008,50,26,5,174,103,355,0,713,,,,
ANDHRA PRADESH,anantapur,2008,37,36,12,133,132,0,0,350,,,,
ANDHRA PRADESH,chittoor,2008,30,57,26,104,250,288,0,755,,,,
ANDHRA PRADESH,kadapa,2008,27,64,11,212,37,267,0,618,,,,
ANDHRA PRADESH,cyberabad,2008,80,101,59,130,833,884,0,2087,,,,
ANDHRA PRADESH,east godavari,2008,48,13,23,194,131,563,0,972,,,,
ANDHRA PRADESH,guntakal rly.,2008,0,0,0,3,1,2,0,6,,,,
ANDHRA PRADESH,guntur,2008,48,65,26,306,99,496,0,1040,,,,
ANDHRA PRADESH,hyderabad city,2008,62,77,41,231,148,1184,0,1743,,,,
ANDHRA PRADESH,karimnagar,2008,84,148,48,310,273,596,0,1459,,,,
ANDHRA PRADESH,khammam,2008,70,83,26,213,24,329,0,745,,,,
ANDHRA PRADESH,krishna,2008,38,52,12,254,93,379,0,828,krishna,16.2135466,81.0277844, Andhra Pradesh
ANDHRA PRADESH,kurnool,2008,47,72,17,419,232,227,0,1014,kurnool,15.8309251,78.0425373, Andhra Pradesh
ANDHRA PRADESH,mahaboobnagar,2008,72,87,35,162,38,231,0,625,,,,
ANDHRA PRADESH,medak,2008,50,44,35,114,61,332,0,636,,,,
ANDHRA PRADESH,nalgonda,2008,90,76,32,243,155,353,0,949,,,,
ANDHRA PRADESH,nellore,2008,39,73,6,184,130,333,0,765,,,,
ANDHRA PRADESH,nizamabad,2008,31,25,16,70,85,305,0,532,nizamabad,18.3015062,84.0232082, Andhra Pradesh
ANDHRA PRADESH,prakasham,2008,30,53,5,192,38,229,0,547,,,,
ANDHRA PRADESH,ranga reddy,2008,37,13,19,39,25,120,0,253,,,,
ANDHRA PRADESH,secunderabad rly.,2008,2,0,0,1,0,0,0,3,,,,
ANDHRA PRADESH,srikakulam,2008,32,14,6,92,72,314,0,530,,,,
ANDHRA PRADESH,vijayawada city,2008,30,36,9,104,252,395,0,826,,,,
ANDHRA PRADESH,vijayawada rly.,2008,0,0,0,1,1,0,0,2,,,,
ANDHRA PRADESH,visakha rural,2008,12,9,10,79,40,168,0,318,,,,
ANDHRA PRADESH,visakhapatnam,2008,29,26,13,87,2,488,0,645,,,,
ANDHRA PRADESH,vizianagaram,2008,6,14,3,88,60,253,0,424,,,,
ANDHRA PRADESH,warangal,2008,59,62,36,223,54,519,0,953,,,,
ANDHRA PRADESH,west godavari,2008,117,70,25,368,182,696,0,1458,,,,
ANDHRA PRADESH,total,2008,1257,1396,556,4730,3551,10306,0,21796,,,,
ARUNACHAL PRADESH,changlang,2008,2,4,0,5,0,0,0,11,,,,
ARUNACHAL PRADESH,dibang valley,2008,3,4,0,9,0,2,0,18,,,,
ARUNACHAL PRADESH,k/kumey,2008,2,2,0,2,0,1,0,7,,,,
ARUNACHAL PRADESH,kameng east,2008,5,4,0,0,0,0,0,9,,,,
ARUNACHAL PRADESH,kameng west,2008,0,2,0,4,0,0,0,6,,,,
ARUNACHAL PRADESH,lohit,2008,3,1,0,1,0,0,0,5,,,,
ARUNACHAL PRADESH,papum pare,2008,7,10,0,12,1,3,0,33,,,,
ARUNACHAL PRADESH,siang east,2008,5,5,0,6,0,1,0,17,,,,
ARUNACHAL PRADESH,siang upper,2008,0,1,0,1,0,0,0,2,,,,
ARUNACHAL PRADESH,siang west,2008,13,8,0,6,0,5,0,32,,,,
ARUNACHAL PRADESH,subansiri lower,2008,0,3,0,10,0,0,0,13,,,,
ARUNACHAL PRADESH,subansiri upper,2008,2,1,0,6,0,1,0,10,,,,
ARUNACHAL PRADESH,tawang,2008,0,0,0,5,0,0,0,5,,,,
ARUNACHAL PRADESH,tirap,2008,0,2,0,5,0,0,0,7,,,,
ARUNACHAL PRADESH,upper dibang valley,2008,0,0,0,0,0,0,0,0,,,,
ARUNACHAL PRADESH,total,2008,42,47,0,72,1,13,0,175,,,,
ASSAM,barpeta,2008,97,117,14,34,0,240,0,502,,,,
ASSAM,baska,2008,23,30,4,16,0,13,0,86,,,,
ASSAM,bongaigaon,2008,51,35,5,13,0,106,0,210,,,,
ASSAM,c.i.d.,2008,0,0,0,0,0,0,0,0,,,,
ASSAM,cachar,2008,72,106,13,19,0,216,0,426,,,,
ASSAM,chirang,2008,25,24,0,15,0,38,0,102,,,,
ASSAM,darrang,2008,57,57,2,162,2,119,0,399,,,,
ASSAM,dhemaji,2008,88,51,0,40,0,165,0,344,,,,
ASSAM,dhubri,2008,116,126,4,88,0,393,0,727,dhubri,26.132275,90.1249962, Assam
ASSAM,dibrugarh,2008,46,60,4,60,0,100,0,270,,,,
ASSAM,g.r.p.,2008,5,8,0,2,0,0,0,15,,,,
ASSAM,goalpara,2008,66,64,4,32,0,117,0,283,goalpara,26.0491877,90.6001859, Assam
ASSAM,golaghat,2008,42,50,0,46,0,86,0,224,,,,
ASSAM,guwahati city,2008,59,97,5,169,0,216,0,546,,,,
ASSAM,hailakandi,2008,39,52,3,8,0,62,0,164,,,,
ASSAM,jorhat,2008,44,41,0,59,0,76,0,220,jorhat,26.7577925,94.2079645, Assam
ASSAM,kamrup,2008,36,78,3,75,0,101,0,293,kamrup,26.1468861,91.2227397, Assam
ASSAM,karbi anglong,2008,16,12,1,7,0,16,0,52,,,,
ASSAM,karimganj,2008,19,44,5,10,0,99,0,177,,,,
ASSAM,kokrajhar,2008,55,24,4,16,0,58,0,157,,,,
ASSAM,lakhimpur,2008,52,71,1,24,0,160,0,308,lakhimpur,27.1763356,94.1992932, Assam
ASSAM,morigaon,2008,75,68,4,57,0,114,0,318,,,,
